row_id,query_id,expected_anchor_key,h0h1,pair_level_status,pair_level_accepted,accepted_cache_key,accepted_candidate_rank,score,threshold,response_returned,judge_label_for_accepted_candidate,is_true_accept,is_false_accept,is_false_reject,is_true_reject,reason,final_decision_source,query_level_status,query_level_accepted,query_level_selected_candidate_key,query_level_selected_candidate_rank,query_level_selected_score,query_level_threshold,fallback_used
12,row:12,anchor:-1,-1,hit,True,anchor:266,1,0.9996045889018014,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
13,row:13,anchor:1006,0,hit,True,anchor:1006,1,0.9999996948279498,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
14,row:14,anchor:1006,0,hit,True,anchor:1006,1,0.9999996947500429,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
15,row:15,anchor:-1,-1,hit,True,anchor:1006,1,0.9998909493388445,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
16,row:16,anchor:-1,-1,hit,True,anchor:1006,1,0.9998886752012361,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
17,row:17,anchor:-1,-1,hit,True,anchor:1006,1,0.9999821876557408,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
18,row:18,anchor:914,0,hit,True,anchor:914,1,0.9999995374716859,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
19,row:19,anchor:914,0,hit,True,anchor:914,1,0.999999537539944,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
20,row:20,anchor:278,0,hit,True,anchor:278,1,1.0000000000000002,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
21,row:21,anchor:952,0,hit,True,anchor:952,1,0.9999999999999999,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
22,row:22,anchor:-1,-1,hit,True,anchor:952,1,0.9990731486456722,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
23,row:23,anchor:290,1,hit,True,anchor:290,1,1.0000000000000002,0.0,True,reusable,True,False,False,False,,pair_level,,,,,,,
24,row:24,anchor:791,0,hit,True,anchor:791,1,0.9999802083483933,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
25,row:25,anchor:791,0,hit,True,anchor:791,1,0.999980102259435,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
26,row:26,anchor:-1,-1,hit,True,anchor:626,1,0.9997950532510594,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
27,row:27,anchor:-1,-1,hit,True,anchor:626,1,0.999768822566032,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
28,row:28,anchor:580,0,hit,True,anchor:580,1,0.9999997478277033,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
29,row:29,anchor:580,0,hit,True,anchor:580,1,0.9999997477423793,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
30,row:30,anchor:976,0,hit,True,anchor:976,1,0.9999917642656332,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
31,row:31,anchor:-1,-1,hit,True,anchor:976,1,0.9980760896915883,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
32,row:32,anchor:790,0,hit,True,anchor:790,1,1.0,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
33,row:33,anchor:-1,-1,hit,True,anchor:626,1,0.9995799234129166,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
34,row:34,anchor:746,1,hit,True,anchor:746,1,0.9999998253535062,0.0,True,reusable,True,False,False,False,,pair_level,,,,,,,
35,row:35,anchor:-1,-1,hit,True,anchor:626,1,0.9986040188613053,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
36,row:36,anchor:-1,-1,hit,True,anchor:791,1,0.9997518865073063,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
37,row:37,anchor:-1,-1,hit,True,anchor:790,1,0.9989686352787334,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
38,row:38,anchor:-1,-1,hit,True,anchor:568,1,0.9992544786529048,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
39,row:39,anchor:-1,-1,hit,True,anchor:214,1,0.9985942864550781,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
40,row:40,anchor:750,0,hit,True,anchor:750,1,0.9999948513537041,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
41,row:41,anchor:243,1,hit,True,anchor:243,1,1.0,0.0,True,reusable,True,False,False,False,,pair_level,,,,,,,
42,row:42,anchor:976,0,hit,True,anchor:976,1,0.99999140146184,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
43,row:43,anchor:976,0,hit,True,anchor:976,1,0.99999894183947,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
44,row:44,anchor:976,0,hit,True,anchor:976,1,0.9999950326448588,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
45,row:45,anchor:-1,-1,hit,True,anchor:976,1,0.9998932348623827,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
46,row:46,anchor:976,0,hit,True,anchor:976,1,0.999997174042839,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
47,row:47,anchor:976,0,hit,True,anchor:976,1,0.9999933272493433,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
48,row:48,anchor:976,0,hit,True,anchor:976,1,0.9999957911265929,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
49,row:49,anchor:976,0,hit,True,anchor:976,1,0.9999951207583736,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
50,row:50,anchor:-1,-1,hit,True,anchor:976,1,0.9999907488354608,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
51,row:51,anchor:976,0,hit,True,anchor:976,1,0.9999828291199871,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
52,row:52,anchor:980,0,hit,True,anchor:980,1,1.0,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
53,row:53,anchor:701,0,hit,True,anchor:701,1,1.0,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
54,row:54,anchor:-1,-1,hit,True,anchor:976,1,0.999258158815393,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
55,row:55,anchor:-1,-1,hit,True,anchor:626,1,0.9994275186492065,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
56,row:56,anchor:-1,-1,hit,True,anchor:568,1,0.9995919618735964,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
57,row:57,anchor:626,0,hit,True,anchor:626,1,1.0,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
58,row:58,anchor:-1,-1,hit,True,anchor:1006,1,0.9992893151598188,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
59,row:59,anchor:-1,-1,hit,True,anchor:1006,1,0.9986124380631087,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
60,row:60,anchor:-1,-1,hit,True,anchor:976,1,0.9992529037015889,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
61,row:61,anchor:-1,-1,hit,True,anchor:976,1,0.9992447684810689,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
62,row:62,anchor:-1,-1,hit,True,anchor:738,1,0.9985111260463897,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
63,row:63,anchor:750,1,hit,True,anchor:750,1,0.9999948569400094,0.0,True,reusable,True,False,False,False,,pair_level,,,,,,,
64,row:64,anchor:-1,-1,hit,True,anchor:738,1,0.9984787902461052,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
65,row:65,anchor:750,1,hit,True,anchor:750,1,0.9999873652463652,0.0,True,reusable,True,False,False,False,,pair_level,,,,,,,
66,row:66,anchor:746,1,hit,True,anchor:746,1,0.9999998251544404,0.0,True,reusable,True,False,False,False,,pair_level,,,,,,,
67,row:67,anchor:522,1,hit,True,anchor:522,1,1.0,0.0,True,reusable,True,False,False,False,,pair_level,,,,,,,
68,row:68,anchor:568,0,hit,True,anchor:568,1,1.0,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
69,row:69,anchor:86,0,hit,True,anchor:86,1,0.9999999999281419,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
70,row:70,anchor:976,0,hit,True,anchor:976,1,0.9999941624518658,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
71,row:71,anchor:-1,-1,hit,True,anchor:976,1,0.999899578603261,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
72,row:72,anchor:976,0,hit,True,anchor:976,1,0.9999924734528373,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
73,row:73,anchor:56,0,hit,True,anchor:56,1,0.9999999999984619,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
74,row:74,anchor:697,0,hit,True,anchor:697,1,1.0,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
75,row:75,anchor:214,0,hit,True,anchor:214,1,0.9999984236221348,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
76,row:76,anchor:214,0,hit,True,anchor:214,1,0.9999985387874589,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
77,row:77,anchor:214,0,hit,True,anchor:214,1,0.9999982497991174,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
78,row:78,anchor:214,0,hit,True,anchor:214,1,0.9999995198363553,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
79,row:79,anchor:214,0,hit,True,anchor:214,1,0.999992764962755,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
80,row:80,anchor:214,0,hit,True,anchor:214,1,0.9999619385749039,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
81,row:81,anchor:738,0,hit,True,anchor:738,1,0.9999999999999999,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
82,row:82,anchor:273,0,hit,True,anchor:273,1,0.999999296278444,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
83,row:83,anchor:274,0,hit,True,anchor:274,1,0.9999997059360215,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
84,row:84,anchor:274,0,hit,True,anchor:274,1,0.9999997061896521,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
85,row:85,anchor:714,1,hit,True,anchor:714,1,1.0,0.0,True,reusable,True,False,False,False,,pair_level,,,,,,,
86,row:86,anchor:720,0,hit,True,anchor:720,1,0.9999999999999999,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
87,row:87,anchor:804,1,hit,True,anchor:804,1,1.0,0.0,True,reusable,True,False,False,False,,pair_level,,,,,,,
88,row:88,anchor:56,0,hit,True,anchor:56,1,0.999999999998462,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
89,row:89,anchor:-1,-1,hit,True,anchor:720,1,0.9997368700738841,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
90,row:90,anchor:161,0,hit,True,anchor:161,1,0.9999999999999999,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
91,row:91,anchor:86,0,hit,True,anchor:86,1,0.9999999999281428,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
92,row:92,anchor:-1,-1,hit,True,anchor:750,1,0.9998472221621579,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
93,row:93,anchor:-1,-1,hit,True,anchor:626,1,0.9994415255726492,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
94,row:94,anchor:273,1,hit,True,anchor:273,1,0.9999992541239919,0.0,True,reusable,True,False,False,False,,pair_level,,,,,,,
95,row:95,anchor:-1,-1,hit,True,anchor:1006,1,0.9518108898138036,0.0,True,uncertain,False,False,False,False,,pair_level,,,,,,,
96,row:96,anchor:576,0,hit,True,anchor:576,1,1.0,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
97,row:97,anchor:1,1,hit,True,anchor:1,1,1.0,0.0,True,reusable,True,False,False,False,,pair_level,,,,,,,
98,row:98,anchor:751,0,hit,True,anchor:751,1,0.9999999999999999,0.0,True,not_reusable,False,True,False,False,,pair_level,,,,,,,
99,row:99,anchor:273,1,hit,True,anchor:273,1,0.9999999766133151,0.0,True,reusable,True,False,False,False,,pair_level,,,,,,,
