request_index,query_id,query_label,query_cluster,gold_anchor_id,gold_anchor_label,gold_cluster,gold_anchor_available_in_cache,top1_retrieved_anchor_id,retrieved_anchor_id,retrieved_anchor_label,retrieved_cluster,top1_is_gold_anchor,topk_contains_gold_anchor,retrieved_is_same_cluster_as_gold,retrieved_is_different_cluster_from_gold,gold_pair_label,retrieved_pair_label,score_gold_anchor,score_retrieved_anchor,threshold,accepted_gold_anchor,accepted_retrieved_anchor,served_hit,served_is_tp,served_is_fp,served_unjudged,reason_if_unjudged
11,92479,0,917,92479,0,917,False,13484,13484,0,664,False,False,False,True,H0,H0,0.026102732867002487,0.011599104851484299,0.03747309744358063,False,False,False,False,False,False,
12,6865,0,746,138527,0,746,True,6865,1174,1,746,False,True,True,False,H0,H0,0.015079205855727196,0.0843099057674408,0.03747309744358063,False,True,True,False,True,False,
13,15609,0,677,15609,0,677,False,15713,15713,0,725,False,False,False,True,H0,H0,0.025826754048466682,0.00886301975697279,0.03747309744358063,False,False,False,False,False,False,
14,62318,0,127,117769,0,127,False,62341,62341,0,127,False,False,True,False,H0,H0,0.007394809275865555,0.02354668267071247,0.03747309744358063,False,False,False,False,False,False,
15,67818,0,509,67818,0,509,True,67818,67818,0,509,True,True,True,False,H0,H0,0.06539615988731384,0.06539615988731384,0.03747309744358063,True,True,True,False,False,True,self_pair
16,70669,1,718,133710,1,718,True,70669,70669,1,718,False,False,True,False,H1,H1,0.0942251980304718,0.18092869222164154,0.03747309744358063,True,True,True,False,False,True,self_pair
17,130837,0,494,147388,0,494,False,130837,130837,0,494,False,False,True,False,H0,H0,0.0071804639883339405,0.0200822576880455,0.037434469908475876,False,False,False,False,False,False,
18,130227,0,1094,112598,0,1094,True,130227,130227,0,1094,False,True,True,False,H0,H0,0.011181546375155449,0.02001997083425522,0.037434469908475876,False,False,False,False,False,False,
19,78716,0,295,78716,0,295,True,78716,78716,0,295,True,True,True,False,H0,H0,0.02158515714108944,0.02158515714108944,0.037434469908475876,False,False,False,False,False,False,
20,166057,1,112,166337,1,112,True,166050,165929,1,112,False,True,True,False,H1,H1,0.9440749287605286,0.9440749287605286,0.037434469908475876,True,True,True,True,False,False,
21,116828,0,121,167316,1,121,True,116828,116828,0,121,False,False,True,False,H0,H0,0.011911878362298012,0.024714941158890724,0.037434469908475876,False,False,False,False,False,False,
22,106038,1,4,106038,1,4,True,58619,58619,1,4,False,True,True,False,H1,H1,0.10281699895858765,0.10281699895858765,0.037434469908475876,True,True,True,True,False,False,
23,22062,0,960,22060,1,960,True,22062,22062,0,960,False,False,True,False,H0,H0,0.008858191780745983,0.021748246625065804,0.037434469908475876,False,False,False,False,False,False,
24,165395,1,367,144869,0,367,True,165395,193163,1,367,False,True,True,False,H0,H1,0.03901207447052002,0.4572022557258606,0.037434469908475876,True,True,True,True,False,False,
25,46035,0,1096,3995,0,1096,True,46035,46035,0,1096,False,False,True,False,H0,H0,0.007976558059453964,0.015079212374985218,0.037434469908475876,False,False,False,False,False,False,
26,64846,0,675,140522,0,675,True,64846,64846,0,675,False,True,True,False,H0,H0,0.014157097786664963,0.01979488506913185,0.037434469908475876,False,False,False,False,False,False,
27,52972,0,146,104183,1,146,False,52901,52901,0,146,False,False,True,False,H0,H0,0.02178199030458927,0.16653940081596375,0.037434469908475876,False,True,True,False,True,False,
28,178075,0,821,61597,0,821,True,178075,178075,0,821,False,False,True,False,H0,H0,0.017733192071318626,0.048796653747558594,0.037434469908475876,False,True,True,False,False,True,self_pair
29,178254,0,626,188336,0,626,False,27700,27700,1,457,False,False,False,True,H0,H0,0.006906656548380852,0.012913736514747143,0.037434469908475876,False,False,False,False,False,False,
30,92895,0,593,76267,0,593,False,82118,82118,0,593,False,False,True,False,H0,H0,0.01282509509474039,0.02745300903916359,0.037434469908475876,False,False,False,False,False,False,
31,52447,0,725,47370,0,725,True,52447,52447,0,725,False,False,True,False,H0,H0,0.006058569997549057,0.05210947245359421,0.037434469908475876,False,True,True,False,False,True,self_pair
32,19370,1,746,138527,0,746,True,19370,1174,1,746,False,True,True,False,H0,H1,0.08341315388679504,0.889543890953064,0.037434469908475876,True,True,True,True,False,False,
33,49714,0,1038,91280,0,1038,True,49714,49714,0,1038,False,False,True,False,H0,H0,0.017908796668052673,0.05344550311565399,0.037434469908475876,False,True,True,False,False,True,self_pair
34,157387,0,897,35495,1,897,True,157387,157387,0,897,False,False,True,False,H0,H0,0.01592913642525673,0.1045495942234993,0.037434469908475876,False,True,True,False,False,True,self_pair
35,122518,1,200,122518,1,200,True,121392,121392,1,200,False,True,True,False,H1,H1,0.43830376863479614,0.43830376863479614,0.037434469908475876,True,True,True,True,False,False,
36,93645,0,718,133710,1,718,True,93645,93645,0,718,False,False,True,False,H0,H0,0.03315477818250656,0.022913949564099312,0.037434469908475876,False,False,False,False,False,False,
37,74305,0,726,15648,0,726,False,35522,35522,1,833,False,False,False,True,H0,H0,0.01484807301312685,0.011040954850614071,0.03747309744358063,False,False,False,False,False,False,
38,127493,0,441,32882,1,441,False,127493,127493,0,441,False,False,True,False,H0,H0,0.007397213950753212,0.02151663787662983,0.03747309744358063,False,False,False,False,False,False,
39,64469,0,295,78716,0,295,True,64469,64469,0,295,False,True,True,False,H0,H0,0.015530192293226719,0.039976976811885834,0.03747309744358063,False,True,True,False,False,True,self_pair
40,166337,1,112,166337,1,112,True,166337,166050,1,112,True,True,True,False,H1,H1,0.9215868711471558,0.9440749287605286,0.03747309744358063,True,True,True,True,False,False,
41,44804,0,748,194679,0,748,False,14039,14039,0,1000,False,False,False,True,H0,H0,0.008229191415011883,0.007916382513940334,0.03747309744358063,False,False,False,False,False,False,
42,192706,1,750,89384,0,750,True,192706,63022,1,750,False,False,True,False,H0,H1,0.05653659626841545,0.7354534268379211,0.03747309744358063,True,True,True,True,False,False,
43,141501,0,738,113911,0,738,False,90271,90271,1,97,False,False,False,True,H0,H0,0.020908860489726067,0.012933828867971897,0.03747309744358063,False,False,False,False,False,False,
44,101867,0,932,125453,0,932,True,101867,101867,0,932,False,True,True,False,H0,H0,0.00974925234913826,0.016528936102986336,0.03747309744358063,False,False,False,False,False,False,
45,181656,0,1096,3995,0,1096,True,181656,181656,0,1096,False,False,True,False,H0,H0,0.02098039537668228,0.026834597811102867,0.03747309744358063,False,False,False,False,False,False,
46,115646,1,87,115722,0,87,True,115646,115646,1,87,False,True,True,False,H0,H1,0.019026445224881172,0.04457921162247658,0.03747309744358063,False,True,True,False,False,True,self_pair
47,90131,0,669,134155,1,669,False,134156,126438,0,685,False,False,False,True,H0,H0,0.0248262956738472,0.12764118611812592,0.03747309744358063,False,True,True,False,True,False,
48,177913,0,821,61597,0,821,True,177913,177913,0,821,False,True,True,False,H0,H0,0.004483416676521301,0.03957494720816612,0.03747309744358063,False,True,True,False,False,True,self_pair
49,45681,0,938,48817,0,938,True,45681,45681,0,938,False,True,True,False,H0,H0,0.014495717361569405,0.019150741398334503,0.03747309744358063,False,False,False,False,False,False,
50,137956,0,404,74753,1,404,True,137956,137956,0,404,False,True,True,False,H0,H0,0.01453122217208147,0.16362088918685913,0.03747309744358063,False,True,True,False,False,True,self_pair
51,36143,0,467,25363,0,467,False,36143,36143,0,467,False,False,True,False,H0,H0,0.026727212592959404,0.05346877872943878,0.03747309744358063,False,True,True,False,False,True,self_pair
52,190020,1,746,138527,0,746,True,190020,145932,1,746,False,True,True,False,H0,H1,0.04800470545887947,0.8542649149894714,0.03747309744358063,True,True,True,True,False,False,
53,33154,1,497,191899,0,497,True,33154,33154,1,497,False,False,True,False,H0,H1,0.009903579019010067,0.05735379457473755,0.03747309744358063,False,True,True,False,False,True,self_pair
54,4948,0,357,4948,0,357,True,4948,4948,0,357,True,True,True,False,H0,H0,0.07294102013111115,0.07294102013111115,0.03747309744358063,True,True,True,False,False,True,self_pair
55,123081,0,200,122518,1,200,True,123081,123081,0,200,False,True,True,False,H0,H0,0.014257317408919334,0.04389763996005058,0.03747309744358063,False,True,True,False,False,True,self_pair
56,27290,0,145,90384,0,145,False,27949,27949,1,145,False,False,True,False,H0,H0,0.008889993652701378,0.010897736065089703,0.03747309744358063,False,False,False,False,False,False,
57,186503,0,787,186222,0,787,False,186503,186503,0,787,False,False,True,False,H0,H0,0.04153168946504593,0.05476047471165657,0.03747309744358063,True,True,True,False,False,True,self_pair
58,186837,1,656,186838,1,656,True,186838,186825,1,656,True,True,True,False,H1,H1,0.6829898357391357,0.8767257928848267,0.03747309744358063,True,True,True,True,False,False,
59,69675,0,295,78716,0,295,True,69675,69675,0,295,False,True,True,False,H0,H0,0.011010153219103813,0.020072389394044876,0.03747309744358063,False,False,False,False,False,False,
60,166377,1,112,166337,1,112,True,166378,166378,1,112,False,True,True,False,H1,H1,0.9450043439865112,0.9450043439865112,0.03747309744358063,True,True,True,True,False,False,
61,190971,0,121,167316,1,121,True,190971,190971,0,121,False,True,True,False,H0,H0,0.00984524842351675,0.025499459356069565,0.03747309744358063,False,False,False,False,False,False,
62,139740,1,196,139740,1,196,True,139740,139740,1,196,True,True,True,False,H1,H1,0.04215731844305992,0.04215731844305992,0.03747309744358063,True,True,True,False,False,True,self_pair
63,4361,1,960,22060,1,960,True,4361,22060,1,960,False,True,True,False,H1,H1,0.28591597080230713,0.28591597080230713,0.03747309744358063,True,True,True,True,False,False,
64,102462,1,224,102462,1,224,True,102462,102462,1,224,True,True,True,False,H1,H1,0.028627272695302963,0.028627272695302963,0.03747309744358063,False,False,False,False,False,False,
65,163762,0,367,144869,0,367,True,163762,163762,0,367,False,True,True,False,H0,H0,0.03326046094298363,0.054299697279930115,0.03747309744358063,False,True,True,False,False,True,self_pair
66,15452,0,675,140522,0,675,True,15452,15452,0,675,False,False,True,False,H0,H0,0.0068443287163972855,0.00905497744679451,0.03747309744358063,False,False,False,False,False,False,
67,199906,0,787,186222,0,787,False,131257,131257,0,786,False,False,False,True,H0,H0,0.007853306829929352,0.005032065324485302,0.03747309744358063,False,False,False,False,False,False,
68,72302,0,821,61597,0,821,True,72302,72302,0,821,False,True,True,False,H0,H0,0.008717382326722145,0.06990848481655121,0.037434469908475876,False,True,True,False,False,True,self_pair
69,191850,0,697,101620,1,697,True,191850,191850,0,697,False,False,True,False,H0,H0,0.05919678509235382,0.14561831951141357,0.037434469908475876,True,True,True,False,False,True,self_pair
70,137466,0,841,137465,0,841,False,154551,154551,0,546,False,False,False,True,H0,H0,0.02151494100689888,0.04451429843902588,0.037434469908475876,False,True,True,False,True,False,
71,96652,1,725,47370,0,725,True,96652,96652,1,725,False,True,True,False,H0,H1,0.03926989436149597,0.6926308870315552,0.037434469908475876,True,True,True,False,False,True,self_pair
72,124545,0,746,138527,0,746,True,124545,124545,0,746,False,False,True,False,H0,H0,0.036549538373947144,0.07110929489135742,0.037434469908475876,False,True,True,False,False,True,self_pair
73,152408,1,497,191899,0,497,True,152408,152408,1,497,False,True,True,False,H0,H1,0.011326316744089127,0.06380944699048996,0.037434469908475876,False,True,True,False,False,True,self_pair
74,98140,0,370,98091,1,370,True,98091,98091,1,370,True,True,True,False,H0,H0,0.019864466041326523,0.019864466041326523,0.037434469908475876,False,False,False,False,False,False,
75,122916,0,200,122518,1,200,True,122916,121392,1,200,False,True,True,False,H0,H0,0.10940913110971451,0.10940913110971451,0.037434469908475876,True,True,True,False,True,False,
76,37198,1,718,133710,1,718,True,37198,133710,1,718,False,True,True,False,H1,H1,0.5257763862609863,0.5257763862609863,0.037434469908475876,True,True,True,True,False,False,
77,90354,1,790,90358,0,790,True,90354,53103,1,790,False,True,True,False,H0,H1,0.04716886207461357,0.4036903381347656,0.03747309744358063,True,True,True,True,False,False,
78,93773,0,557,93773,0,557,False,93772,93772,0,557,False,False,True,False,H0,H0,0.04920618236064911,0.049044158309698105,0.03747309744358063,True,True,True,False,True,False,
79,119273,0,127,117769,0,127,False,119273,119273,0,127,False,False,True,False,H0,H0,0.012370949611067772,0.051963966339826584,0.03747309744358063,False,True,True,False,False,True,self_pair
80,180597,0,675,140522,0,675,True,180597,180597,0,675,False,False,True,False,H0,H0,0.009417485445737839,0.015730861574411392,0.03747309744358063,False,False,False,False,False,False,
81,119107,0,467,25363,0,467,False,8001,8001,0,467,False,False,True,False,H0,H0,0.026594409719109535,0.03096688911318779,0.03747309744358063,False,False,False,False,False,False,
82,523,1,750,89384,0,750,True,523,82839,1,750,False,True,True,False,H0,H1,0.09233181923627853,0.7220357060432434,0.03747309744358063,True,True,True,True,False,False,
83,164005,0,634,164007,0,634,True,164005,164005,0,634,False,True,True,False,H0,H0,0.00968733336776495,0.10357397794723511,0.03747309744358063,False,True,True,False,False,True,self_pair
84,186486,1,367,144869,0,367,True,186486,165395,1,367,False,True,True,False,H0,H1,0.039235521107912064,0.34383565187454224,0.03747309744358063,True,True,True,True,False,False,
85,16838,1,11,16838,1,11,False,36136,36136,0,11,False,False,True,False,H1,H0,0.019796667620539665,0.019796667620539665,0.03747309744358063,False,False,False,False,False,False,
86,162576,0,675,140522,0,675,True,162576,162576,0,675,False,False,True,False,H0,H0,0.007654011249542236,0.06284018605947495,0.03747309744358063,False,True,True,False,False,True,self_pair
87,193952,0,932,125453,0,932,True,193952,193952,0,932,False,True,True,False,H0,H0,0.006522644776850939,0.025136619806289673,0.03775348886847496,False,False,False,False,False,False,
88,39559,0,944,93272,0,944,False,39559,39559,0,944,False,False,True,False,H0,H0,0.01390581764280796,0.05939291790127754,0.03775348886847496,False,True,True,False,False,True,self_pair
89,32967,0,697,101620,1,697,True,32967,32967,0,697,False,True,True,False,H0,H0,0.00969094317406416,0.03659648075699806,0.03775348886847496,False,False,False,False,False,False,
90,8679,1,404,74753,1,404,True,8679,93824,1,404,False,False,True,False,H1,H1,0.42928722500801086,0.8516102433204651,0.03775348886847496,True,True,True,True,False,False,
91,174272,0,626,188336,0,626,False,174519,174519,0,626,False,False,True,False,H0,H0,0.005175399594008923,0.01120491698384285,0.03775348886847496,False,False,False,False,False,False,
92,144333,1,746,138527,0,746,True,144333,145932,1,746,False,False,True,False,H0,H1,0.07665091007947922,0.8877959251403809,0.03775348886847496,True,True,True,True,False,False,
93,58337,0,497,191899,0,497,True,58337,58337,0,497,False,True,True,False,H0,H0,0.007777308113873005,0.05016785487532616,0.03775348886847496,False,True,True,False,False,True,self_pair
94,138605,0,895,161914,0,895,False,48372,30583,0,966,False,False,False,True,H0,H0,0.010695901699364185,0.045919254422187805,0.03775348886847496,False,True,True,False,True,False,
95,121392,1,200,122518,1,200,True,121392,121392,1,200,False,True,True,False,H1,H1,0.43830376863479614,0.43830376863479614,0.03775348886847496,True,True,True,False,False,True,self_pair
96,168335,0,158,142471,0,158,False,197553,197553,0,121,False,False,False,True,H0,H0,0.0072967237792909145,0.012952249497175217,0.03775348886847496,False,False,False,False,False,False,
97,2564,1,446,128399,0,446,True,2564,2564,1,446,False,True,True,False,H0,H1,0.008677942678332329,0.03536171466112137,0.03775348886847496,False,False,False,False,False,False,
98,51636,0,656,186838,1,656,True,51636,51636,0,656,False,False,True,False,H0,H0,0.011356236413121223,0.04078100621700287,0.03775348886847496,False,True,True,False,False,True,self_pair
99,183484,1,561,23568,1,561,False,123835,123835,1,892,False,False,False,True,H1,H0,0.007470014039427042,0.006797840353101492,0.03775348886847496,False,False,False,False,False,False,
100,101340,1,4,106038,1,4,True,58619,58619,1,4,False,True,True,False,H1,H1,0.10281699895858765,0.10281699895858765,0.03775348886847496,True,True,True,True,False,False,
101,175336,0,121,167316,1,121,True,175336,175336,0,121,False,False,True,False,H0,H0,0.017716065049171448,0.1252804547548294,0.03775348886847496,False,True,True,False,False,True,self_pair
102,70674,1,750,89384,0,750,True,70674,70674,1,750,False,True,True,False,H0,H1,0.09612922370433807,0.6979479193687439,0.03775348886847496,True,True,True,False,False,True,self_pair
103,3878,1,998,3924,0,998,True,163420,163420,0,1076,False,True,False,True,H0,H0,0.011760988272726536,0.019310379400849342,0.03775348886847496,False,False,False,False,False,False,
104,104163,0,886,125941,0,886,False,178545,178545,0,914,False,False,False,True,H0,H0,0.0063712638802826405,0.005616046022623777,0.03775348886847496,False,False,False,False,False,False,
105,8887,0,1096,3995,0,1096,True,8887,8887,0,1096,False,True,True,False,H0,H0,0.008614672347903252,0.034699998795986176,0.03775348886847496,False,False,False,False,False,False,
106,118336,0,127,117769,0,127,False,122355,122355,0,127,False,False,True,False,H0,H0,0.011253507807850838,0.013715984299778938,0.03747309744358063,False,False,False,False,False,False,
107,26147,0,932,125453,0,932,True,26147,26147,0,932,False,False,True,False,H0,H0,0.019598737359046936,0.12134233117103577,0.03747309744358063,False,True,True,False,False,True,self_pair
108,40595,1,821,61597,0,821,True,40595,40595,1,821,False,True,True,False,H0,H1,0.016076507046818733,0.047327954322099686,0.03747309744358063,False,True,True,False,False,True,self_pair
109,15097,1,697,101620,1,697,True,15097,125170,1,697,False,False,True,False,H1,H1,0.028231993317604065,0.6716688275337219,0.03747309744358063,False,True,True,True,False,False,
110,30090,0,404,74753,1,404,True,30090,30090,0,404,False,True,True,False,H0,H0,0.01240380946546793,0.07853849977254868,0.03747309744358063,False,True,True,False,False,True,self_pair
111,122583,1,725,47370,0,725,True,122583,96652,1,725,False,False,True,False,H0,H1,0.04314315691590309,0.3002608120441437,0.03747309744358063,True,True,True,True,False,False,
112,98067,1,746,138527,0,746,True,98067,145932,1,746,False,False,True,False,H0,H1,0.14296238124370575,0.8703354597091675,0.03747309744358063,True,True,True,True,False,False,
113,36603,1,267,36669,1,267,False,155161,155161,0,265,False,False,False,True,H1,H0,0.0260628629475832,0.018384037539362907,0.03747309744358063,False,False,False,False,False,False,
114,17802,1,616,15361,0,616,False,170172,170172,1,544,False,False,False,True,H0,H0,0.009771180339157581,0.005202744621783495,0.03747309744358063,False,False,False,False,False,False,
115,134964,0,200,122518,1,200,True,134964,134964,0,200,False,True,True,False,H0,H0,0.01582859456539154,0.027259521186351776,0.03747309744358063,False,False,False,False,False,False,
116,34079,0,887,119358,0,887,False,187514,187514,0,884,False,False,False,True,H0,H0,0.010060367174446583,0.017183464020490646,0.03747309744358063,False,False,False,False,False,False,
117,88614,0,513,88614,0,513,False,85492,85492,0,409,False,False,False,True,H0,H0,0.10328050702810287,0.018807075917720795,0.03747309744358063,True,False,False,False,False,False,
118,112609,0,497,191899,0,497,True,112609,112609,0,497,False,True,True,False,H0,H0,0.011266556568443775,0.05358576029539108,0.03747309744358063,False,True,True,False,False,True,self_pair
119,78713,0,295,78716,0,295,True,78713,78713,0,295,False,True,True,False,H0,H0,0.012465463019907475,0.011859266087412834,0.03747309744358063,False,False,False,False,False,False,
120,126109,0,112,166337,1,112,True,126109,126109,0,112,False,True,True,False,H0,H0,0.017021900042891502,0.02502702735364437,0.03747309744358063,False,False,False,False,False,False,
121,186615,0,121,167316,1,121,True,186615,186615,0,121,False,False,True,False,H0,H0,0.009964048862457275,0.02819482423365116,0.03747309744358063,False,False,False,False,False,False,
122,187619,0,750,89384,0,750,True,187619,187619,0,750,False,False,True,False,H0,H0,0.0074415612034499645,0.030122311785817146,0.03747309744358063,False,False,False,False,False,False,
123,22072,0,960,22060,1,960,True,22072,22072,0,960,False,True,True,False,H0,H0,0.021574832499027252,0.020889077335596085,0.03747309744358063,False,False,False,False,False,False,
124,137622,0,367,144869,0,367,True,137622,137622,0,367,False,True,True,False,H0,H0,0.012015171349048615,0.04594404622912407,0.03747309744358063,False,True,True,False,False,True,self_pair
125,31511,0,1096,3995,0,1096,True,31511,31511,0,1096,False,True,True,False,H0,H0,0.032439857721328735,0.037666503340005875,0.03747309744358063,False,True,True,False,False,True,self_pair
126,120514,0,179,120514,0,179,True,120514,120514,0,179,True,True,True,False,H0,H0,0.057043176144361496,0.057043176144361496,0.03747309744358063,True,True,True,False,False,True,self_pair
127,92537,0,593,76267,0,593,False,136449,136449,0,593,False,False,True,False,H0,H0,0.010069265961647034,0.009939121082425117,0.03747309744358063,False,False,False,False,False,False,
128,166765,0,227,166765,0,227,True,166765,166765,0,227,True,True,True,False,H0,H0,0.09279383718967438,0.09279383718967438,0.03747309744358063,True,True,True,False,False,True,self_pair
129,21693,1,749,21693,1,749,True,21693,523,1,750,True,True,False,True,H1,H0,0.13927102088928223,0.3115314245223999,0.03747309744358063,True,True,True,False,True,False,
130,9981,0,176,9981,0,176,True,9981,9981,0,176,True,True,True,False,H0,H0,0.025517243891954422,0.025517243891954422,0.03747309744358063,False,False,False,False,False,False,
131,36381,0,725,47370,0,725,True,36381,36381,0,725,False,True,True,False,H0,H0,0.01009303517639637,0.06265377253293991,0.03747309744358063,False,True,True,False,False,True,self_pair
132,83637,0,746,138527,0,746,True,83637,83637,0,746,False,True,True,False,H0,H0,0.021512415260076523,0.14609892666339874,0.03747309744358063,False,True,True,False,False,True,self_pair
133,145308,0,497,191899,0,497,True,145308,145308,0,497,False,False,True,False,H0,H0,0.0063124713487923145,0.022783242166042328,0.03775348886847496,False,False,False,False,False,False,
134,140022,0,897,35495,1,897,True,140022,140022,0,897,False,True,True,False,H0,H0,0.018766053020954132,0.03919625282287598,0.03775348886847496,False,True,True,False,False,True,self_pair
135,88583,0,200,122518,1,200,True,88583,88583,0,200,False,False,True,False,H0,H0,0.007630588952451944,0.03771787881851196,0.03775348886847496,False,False,False,False,False,False,
136,122641,0,1034,142425,0,1034,False,159329,125170,1,697,False,False,False,True,H0,H0,0.006720928940922022,0.18046656250953674,0.03775348886847496,False,True,True,False,True,False,
137,118612,0,127,117769,0,127,False,118612,118612,0,127,False,False,True,False,H0,H0,0.008418643847107887,0.025673741474747658,0.03775348886847496,False,False,False,False,False,False,
138,51029,1,354,51029,1,354,True,51029,51029,1,354,True,True,True,False,H1,H1,0.01998283714056015,0.01998283714056015,0.03775348886847496,False,False,False,False,False,False,
139,125211,0,726,15648,0,726,False,125211,125211,0,726,False,False,True,False,H0,H0,0.010937884449958801,0.05780041962862015,0.03775348886847496,False,True,True,False,False,True,self_pair
140,166050,1,112,166337,1,112,True,166050,165929,1,112,False,True,True,False,H1,H1,0.9440749287605286,0.9440749287605286,0.03775348886847496,True,True,True,True,False,False,
141,85712,0,199,64895,0,199,False,85712,85712,0,199,False,False,True,False,H0,H0,0.008487333543598652,0.03298778831958771,0.03775348886847496,False,False,False,False,False,False,
142,96692,0,750,89384,0,750,True,96692,96692,0,750,False,False,True,False,H0,H0,0.02309837006032467,0.023160142824053764,0.03775348886847496,False,False,False,False,False,False,
143,32166,0,960,22060,1,960,True,32166,32166,0,960,False,True,True,False,H0,H0,0.008293652907013893,0.017950020730495453,0.03747309744358063,False,False,False,False,False,False,
144,71223,1,114,135718,0,114,True,43206,43206,1,137,False,True,False,True,H0,H0,0.0139757776632905,0.010431472212076187,0.03747309744358063,False,False,False,False,False,False,
145,4021,0,1096,3995,0,1096,True,4021,4021,0,1096,False,True,True,False,H0,H0,0.009414812549948692,0.054684948176145554,0.03747309744358063,False,True,True,False,False,True,self_pair
146,94115,0,1041,94115,0,1041,False,51327,51327,0,1061,False,False,False,True,H0,H0,0.03847820311784744,0.01513671875,0.03747309744358063,True,False,False,False,False,False,
147,178063,0,932,125453,0,932,True,178063,178063,0,932,False,True,True,False,H0,H0,0.010688280686736107,0.0648726224899292,0.03747309744358063,False,True,True,False,False,True,self_pair
148,22072,0,960,22060,1,960,True,22072,22072,0,960,False,True,True,False,H0,H0,0.021574832499027252,0.020889077335596085,0.03747309744358063,False,False,False,False,False,False,
149,197652,0,571,37683,1,571,False,197652,197652,0,571,False,False,True,False,H0,H0,0.013669269159436226,0.03237760066986084,0.03747309744358063,False,False,False,False,False,False,
150,169863,0,404,74753,1,404,True,169863,169863,0,404,False,True,True,False,H0,H0,0.014531844295561314,0.046631332486867905,0.03747309744358063,False,True,True,False,False,True,self_pair
151,46704,0,244,18727,0,244,True,18727,18727,0,244,True,True,True,False,H0,H0,0.04004413262009621,0.04004413262009621,0.03747309744358063,True,True,True,False,True,False,
152,142669,0,325,142669,0,325,False,66996,66996,0,325,False,False,True,False,H0,H0,0.1546190083026886,0.009365042671561241,0.03747309744358063,True,False,False,False,False,False,
153,87050,0,497,191899,0,497,True,87050,87050,0,497,False,True,True,False,H0,H0,0.01178804226219654,0.021936386823654175,0.03747309744358063,False,False,False,False,False,False,
154,89668,0,897,35495,1,897,True,89668,89668,0,897,False,True,True,False,H0,H0,0.015059029683470726,0.03697631508111954,0.03747309744358063,False,False,False,False,False,False,
155,134387,0,200,122518,1,200,True,134387,134387,0,200,False,False,True,False,H0,H0,0.011198578402400017,0.034053120762109756,0.03747309744358063,False,False,False,False,False,False,
156,93925,0,718,133710,1,718,True,93925,93925,0,718,False,True,True,False,H0,H0,0.008151115849614143,0.06309963762760162,0.03747309744358063,False,True,True,False,False,True,self_pair
157,60606,0,932,125453,0,932,True,60606,60606,0,932,False,False,True,False,H0,H0,0.006947570946067572,0.10248864442110062,0.03747309744358063,False,True,True,False,False,True,self_pair
158,109718,0,465,157455,0,465,False,140126,140126,1,883,False,False,False,True,H0,H0,0.00790594145655632,0.013207034207880497,0.03747309744358063,False,False,False,False,False,False,
159,64919,0,295,78716,0,295,True,64919,64919,0,295,False,False,True,False,H0,H0,0.016843192279338837,0.07794822752475739,0.03747309744358063,False,True,True,False,False,True,self_pair
160,168076,0,463,59725,1,463,False,168076,168076,0,463,False,False,True,False,H0,H0,0.025897428393363953,0.04376380518078804,0.03747309744358063,False,True,True,False,False,True,self_pair
161,183835,0,776,154522,0,776,True,183835,183835,0,776,False,True,True,False,H0,H0,0.009371578693389893,0.01865028403699398,0.03747309744358063,False,False,False,False,False,False,
