request_index,query_id,query_label,query_cluster,gold_anchor_id,gold_anchor_label,gold_cluster,gold_anchor_available_in_cache,top1_retrieved_anchor_id,retrieved_anchor_id,retrieved_anchor_label,retrieved_cluster,top1_is_gold_anchor,topk_contains_gold_anchor,retrieved_is_same_cluster_as_gold,retrieved_is_different_cluster_from_gold,gold_pair_label,retrieved_pair_label,score_gold_anchor,score_retrieved_anchor,threshold,accepted_gold_anchor,accepted_retrieved_anchor,served_hit,served_is_tp,served_is_fp,served_unjudged,reason_if_unjudged
17,130837,0,494,147388,0,494,False,94077,94077,1,1096,False,False,False,True,H0,H0,0.5456947929299374,0.5282419522862449,,False,False,False,False,False,False,
18,130227,0,1094,112598,0,1094,False,94077,94077,1,1096,False,False,False,True,H0,H0,0.7847811266633092,0.5310140600903049,,False,False,False,False,False,False,
19,78716,0,295,78716,0,295,False,144967,144967,0,374,False,False,False,True,H0,H0,1.0000000000000002,0.5017459744345389,,False,False,False,False,False,False,
20,166057,1,112,166337,1,112,False,62318,62318,0,127,False,False,False,True,H1,H0,0.9881029604061293,0.5412254632415113,,False,False,False,False,False,False,
21,116828,0,121,167316,1,121,False,193825,193825,0,121,False,False,True,False,H0,H0,0.7669359191604206,0.5647917387113504,,False,False,False,False,False,False,
22,106038,1,4,106038,1,4,False,144967,144967,0,374,False,False,False,True,H1,H0,0.9999999999999999,0.6182027737371543,,False,False,False,False,False,False,
23,22062,0,960,22060,1,960,False,19186,19186,0,960,False,False,True,False,H0,H0,0.7437123345568922,0.8117765770861236,,False,False,False,False,False,False,
24,165395,1,367,144869,0,367,False,78716,78716,0,295,False,False,False,True,H0,H0,0.8211838829444454,0.5725048268043103,,False,False,False,False,False,False,
25,46035,0,1096,3995,0,1096,False,94077,94077,1,1096,False,False,True,False,H0,H0,0.7343107454335795,0.7491745927223004,,False,False,False,False,False,False,
26,64846,0,675,140522,0,675,False,15609,15609,0,677,False,False,False,True,H0,H0,0.7896858245052342,0.5783901097940062,,False,False,False,False,False,False,
27,52972,0,146,104183,1,146,False,64846,64846,0,675,False,False,False,True,H0,H0,0.8095912067763247,0.6213000092023088,,False,False,False,False,False,False,
28,178075,0,821,61597,0,821,False,191860,191860,0,821,False,False,True,False,H0,H0,0.6445273594374096,0.7234822567028335,,False,False,False,False,False,False,
29,178254,0,626,188336,0,626,False,116828,116828,0,121,False,False,False,True,H0,H0,0.6329781073296381,0.5989628761904215,,False,False,False,False,False,False,
30,92895,0,593,76267,0,593,False,78716,78716,0,295,False,False,False,True,H0,H0,0.6611745363804339,0.5061641839317035,,False,False,False,False,False,False,
31,52447,0,725,47370,0,725,False,94077,94077,1,1096,False,False,False,True,H0,H0,0.6877057249473572,0.6305113287202769,,False,False,False,False,False,False,
32,19370,1,746,138527,0,746,False,6865,6865,0,746,False,False,True,False,H0,H0,0.8027744263893299,0.7926613841075192,,False,False,False,False,False,False,
33,49714,0,1038,91280,0,1038,False,191860,191860,0,821,False,False,False,True,H0,H0,0.5483902765663933,0.6120527190740694,,False,False,False,False,False,False,
34,157387,0,897,35495,1,897,False,166057,166057,1,112,False,False,False,True,H0,H0,0.46776245712725245,0.45875098361970923,,False,False,False,False,False,False,
35,122518,1,200,122518,1,200,False,64846,64846,0,675,False,False,False,True,H1,H0,1.0000000000000002,0.5769919012856516,,False,False,False,False,False,False,
36,93645,0,718,133710,1,718,False,191860,191860,0,821,False,False,False,True,H0,H0,0.5431542991365279,0.5941905470223354,,False,False,False,False,False,False,
37,74305,0,726,15648,0,726,False,52447,52447,0,725,False,False,False,True,H0,H0,0.6706364919815433,0.640554787355467,,False,False,False,False,False,False,
38,127493,0,441,32882,1,441,False,193825,193825,0,121,False,False,False,True,H0,H0,0.6299984439146504,0.48799061769029134,,False,False,False,False,False,False,
39,64469,0,295,78716,0,295,True,78716,78716,0,295,True,True,True,False,H0,H0,0.7208212235544739,0.7208212235544739,,False,False,False,False,False,False,
40,166337,1,112,166337,1,112,False,166057,166057,1,112,False,False,True,False,H1,H1,1.0000000000000002,0.9881029604061293,,False,False,False,False,False,False,
41,44804,0,748,194679,0,748,False,92479,92479,0,917,False,False,False,True,H0,H0,0.505539696611083,0.4914984339133896,,False,False,False,False,False,False,
42,192706,1,750,89384,0,750,False,87607,87607,0,750,False,False,True,False,H0,H0,0.8076621337338763,0.7339865101108546,,False,False,False,False,False,False,
43,141501,0,738,113911,0,738,False,19370,19370,1,746,False,False,False,True,H0,H0,0.645610586441197,0.6397003354851867,,False,False,False,False,False,False,
44,101867,0,932,125453,0,932,False,176652,176652,1,932,False,False,True,False,H0,H0,0.7500878999821887,0.7706029077727867,,False,False,False,False,False,False,
45,181656,0,1096,3995,0,1096,False,46035,46035,0,1096,False,False,True,False,H0,H0,0.6634361716469954,0.6530958854793504,,False,False,False,False,False,False,
46,115646,1,87,115722,0,87,False,64846,64846,0,675,False,False,False,True,H0,H0,0.9722007087753091,0.5814171514897186,,False,False,False,False,False,False,
47,90131,0,669,134155,1,669,False,122518,122518,1,200,False,False,False,True,H0,H0,0.8041570666702493,0.5520391638487353,,False,False,False,False,False,False,
48,177913,0,821,61597,0,821,False,191860,191860,0,821,False,False,True,False,H0,H0,0.6717830081687115,0.58200155144035,,False,False,False,False,False,False,
49,45681,0,938,48817,0,938,False,141501,141501,0,738,False,False,False,True,H0,H0,0.7736048190850435,0.5508471154177502,,False,False,False,False,False,False,
50,137956,0,404,74753,1,404,False,87607,87607,0,750,False,False,False,True,H0,H0,0.627990725525244,0.5080085785723404,,False,False,False,False,False,False,
51,36143,0,467,25363,0,467,False,74305,74305,0,726,False,False,False,True,H0,H0,0.7242635603049075,0.6259834414326999,,False,False,False,False,False,False,
52,190020,1,746,138527,0,746,False,6865,6865,0,746,False,False,True,False,H0,H0,0.8305678333795827,0.7253964675900401,,False,False,False,False,False,False,
53,33154,1,497,191899,0,497,False,52447,52447,0,725,False,False,False,True,H0,H0,0.613458044980568,0.5595069945399983,,False,False,False,False,False,False,
54,4948,0,357,4948,0,357,False,191860,191860,0,821,False,False,False,True,H0,H0,1.0,0.6182528219961768,,False,False,False,False,False,False,
55,123081,0,200,122518,1,200,True,122518,122518,1,200,True,True,True,False,H0,H0,0.6876565380735061,0.6876565380735061,,False,False,False,False,False,False,
56,27290,0,145,90384,0,145,False,15609,15609,0,677,False,False,False,True,H0,H0,0.6866324205197826,0.44679099358745145,,False,False,False,False,False,False,
57,186503,0,787,186222,0,787,False,94077,94077,1,1096,False,False,False,True,H0,H0,0.6661889104715817,0.5669077341885835,,False,False,False,False,False,False,
58,186837,1,656,186838,1,656,False,94077,94077,1,1096,False,False,False,True,H1,H0,0.9999999999999999,0.5713381702562295,,False,False,False,False,False,False,
59,69675,0,295,78716,0,295,True,78716,78716,0,295,True,True,True,False,H0,H0,0.8307927044897239,0.8307927044897239,,False,False,False,False,False,False,
60,166377,1,112,166337,1,112,True,166337,166337,1,112,True,True,True,False,H1,H1,0.9829983831265319,0.9829983831265319,,False,False,False,False,False,False,
61,190971,0,121,167316,1,121,False,193825,193825,0,121,False,False,True,False,H0,H0,0.8207599721966394,0.717672037584281,,False,False,False,False,False,False,
62,139740,1,196,139740,1,196,False,74305,74305,0,726,False,False,False,True,H1,H0,1.0,0.6433976772797549,,False,False,False,False,False,False,
63,4361,1,960,22060,1,960,False,22062,22062,0,960,False,False,True,False,H1,H0,0.772271425392227,0.7300424240487622,,False,False,False,False,False,False,
64,102462,1,224,102462,1,224,False,46035,46035,0,1096,False,False,False,True,H1,H0,1.0,0.6112552231844682,,False,False,False,False,False,False,
65,163762,0,367,144869,0,367,False,165395,165395,1,367,False,False,True,False,H0,H0,0.9647505104476884,0.8291624206370226,,False,False,False,False,False,False,
66,15452,0,675,140522,0,675,False,64846,64846,0,675,False,False,True,False,H0,H0,0.7261529522002904,0.8321786419787957,,False,False,False,False,False,False,
67,199906,0,787,186222,0,787,False,101867,101867,0,932,False,False,False,True,H0,H0,0.7455784599902576,0.5588116151325251,,False,False,False,False,False,False,
68,72302,0,821,61597,0,821,False,177913,177913,0,821,False,False,True,False,H0,H0,0.7710232481389839,0.6646735726436723,,False,False,False,False,False,False,
69,191850,0,697,101620,1,697,False,94077,94077,1,1096,False,False,False,True,H0,H0,0.6713241160711222,0.535229378238102,,False,False,False,False,False,False,
70,137466,0,841,137465,0,841,False,72302,72302,0,821,False,False,False,True,H0,H0,0.8057395991286415,0.49011077680954207,,False,False,False,False,False,False,
71,96652,1,725,47370,0,725,False,52447,52447,0,725,False,False,True,False,H0,H0,0.7667392815072869,0.714050615873367,,False,False,False,False,False,False,
72,124545,0,746,138527,0,746,False,190020,190020,1,746,False,False,True,False,H0,H0,0.6984268555422851,0.7001040584331867,,False,False,False,False,False,False,
73,152408,1,497,191899,0,497,False,15609,15609,0,677,False,False,False,True,H0,H0,0.534321203748485,0.42092276535203926,,False,False,False,False,False,False,
74,98140,0,370,98091,1,370,False,46035,46035,0,1096,False,False,False,True,H0,H0,0.9057208314851174,0.6327913584562885,,False,False,False,False,False,False,
75,122916,0,200,122518,1,200,True,122518,122518,1,200,True,True,True,False,H0,H0,0.9751825218573149,0.9751825218573149,,False,False,False,False,False,False,
76,37198,1,718,133710,1,718,False,93645,93645,0,718,False,False,True,False,H1,H0,0.6516708765138801,0.6135176122103683,,False,False,False,False,False,False,
77,90354,1,790,90358,0,790,False,102462,102462,1,224,False,False,False,True,H0,H0,0.747956481162706,0.5225473232574006,,False,False,False,False,False,False,
78,93773,0,557,93773,0,557,False,144967,144967,0,374,False,False,False,True,H0,H0,1.0,0.607494860870498,,False,False,False,False,False,False,
79,119273,0,127,117769,0,127,False,62318,62318,0,127,False,False,True,False,H0,H0,0.8020086575239344,0.7309733600231733,,False,False,False,False,False,False,
80,180597,0,675,140522,0,675,False,64846,64846,0,675,False,False,True,False,H0,H0,0.7615061852269971,0.8099531504286094,,False,False,False,False,False,False,
81,119107,0,467,25363,0,467,False,186837,186837,1,656,False,False,False,True,H0,H0,0.6866539164532945,0.5420044524658701,,False,False,False,False,False,False,
82,523,1,750,89384,0,750,False,192706,192706,1,750,False,False,True,False,H0,H1,0.8965179422532986,0.8590194615242835,,False,False,False,False,False,False,
83,164005,0,634,164007,0,634,False,96652,96652,1,725,False,False,False,True,H0,H0,0.752175084335733,0.6020873170992684,,False,False,False,False,False,False,
84,186486,1,367,144869,0,367,False,163762,163762,0,367,False,False,True,False,H0,H0,0.8317766903214827,0.8305075072683377,,False,False,False,False,False,False,
85,16838,1,11,16838,1,11,False,141501,141501,0,738,False,False,False,True,H1,H0,1.0,0.6473019330657778,,False,False,False,False,False,False,
86,162576,0,675,140522,0,675,False,52972,52972,0,146,False,False,False,True,H0,H0,0.7013374111260401,0.6989395892664789,,False,False,False,False,False,False,
87,193952,0,932,125453,0,932,False,101867,101867,0,932,False,False,True,False,H0,H0,0.7486563153562836,0.6866536370004054,,False,False,False,False,False,False,
88,39559,0,944,93272,0,944,False,163762,163762,0,367,False,False,False,True,H0,H0,0.5925245906669065,0.5237303495286819,,False,False,False,False,False,False,
89,32967,0,697,101620,1,697,False,191850,191850,0,697,False,False,True,False,H0,H0,0.6593948354731831,0.6062736421703755,,False,False,False,False,False,False,
90,8679,1,404,74753,1,404,False,137956,137956,0,404,False,False,True,False,H1,H0,0.733127736133518,0.6429947445229862,,False,False,False,False,False,False,
91,174272,0,626,188336,0,626,False,122916,122916,0,200,False,False,False,True,H0,H0,0.5928136849368977,0.596540855512406,,False,False,False,False,False,False,
92,144333,1,746,138527,0,746,False,192706,192706,1,750,False,False,False,True,H0,H0,0.803585760469365,0.8959085901733527,,False,False,False,False,False,False,
93,58337,0,497,191899,0,497,False,96652,96652,1,725,False,False,False,True,H0,H0,0.6134116124732757,0.5975579231723976,,False,False,False,False,False,False,
94,138605,0,895,161914,0,895,False,49714,49714,0,1038,False,False,False,True,H0,H0,0.6200335834404759,0.6378719119019421,,False,False,False,False,False,False,
95,121392,1,200,122518,1,200,True,122518,122518,1,200,True,True,True,False,H1,H1,1.0000000000000002,1.0000000000000002,,False,False,False,False,False,False,
96,168335,0,158,142471,0,158,False,178254,178254,0,626,False,False,False,True,H0,H0,0.46725205581973434,0.5984922710477152,,False,False,False,False,False,False,
97,2564,1,446,128399,0,446,False,37198,37198,1,718,False,False,False,True,H0,H0,0.6380148098211559,0.5234785037786897,,False,False,False,False,False,False,
98,51636,0,656,186838,1,656,False,186837,186837,1,656,False,False,True,False,H0,H0,0.5594590513008009,0.5594590513008009,,False,False,False,False,False,False,
99,183484,1,561,23568,1,561,False,90354,90354,1,790,False,False,False,True,H1,H0,0.7465190776508475,0.6012507268935389,,False,False,False,False,False,False,
100,101340,1,4,106038,1,4,True,106038,106038,1,4,True,True,True,False,H1,H1,0.9999999999999999,0.9999999999999999,,False,False,False,False,False,False,
101,175336,0,121,167316,1,121,False,116828,116828,0,121,False,False,True,False,H0,H0,0.6862639083386686,0.6378117445530693,,False,False,False,False,False,False,
102,70674,1,750,89384,0,750,False,523,523,1,750,False,False,True,False,H0,H1,0.869450251612307,0.8409047707626114,,False,False,False,False,False,False,
103,3878,1,998,3924,0,998,False,45681,45681,0,938,False,False,False,True,H0,H0,0.6845083939630686,0.5537990551381389,,False,False,False,False,False,False,
104,104163,0,886,125941,0,886,False,144333,144333,1,746,False,False,False,True,H0,H0,0.5742921846446316,0.4429169017579995,,False,False,False,False,False,False,
105,8887,0,1096,3995,0,1096,False,94077,94077,1,1096,False,False,True,False,H0,H0,0.7263932310170325,0.725508706307783,,False,False,False,False,False,False,
106,118336,0,127,117769,0,127,False,119273,119273,0,127,False,False,True,False,H0,H0,0.7530167124208792,0.7601491707303305,,False,False,False,False,False,False,
107,26147,0,932,125453,0,932,False,176652,176652,1,932,False,False,True,False,H0,H0,0.642878271828813,0.7135899636444731,,False,False,False,False,False,False,
108,40595,1,821,61597,0,821,False,72302,72302,0,821,False,False,True,False,H0,H0,0.8603727009682286,0.7511867914707286,,False,False,False,False,False,False,
109,15097,1,697,101620,1,697,False,191850,191850,0,697,False,False,True,False,H1,H0,0.5359693771376061,0.6881494426008856,,False,False,False,False,False,False,
110,30090,0,404,74753,1,404,False,8679,8679,1,404,False,False,True,False,H0,H0,0.7824639056191725,0.7384350777393519,,False,False,False,False,False,False,
111,122583,1,725,47370,0,725,False,96652,96652,1,725,False,False,True,False,H0,H1,0.6958314426754479,0.7659144978861415,,False,False,False,False,False,False,
112,98067,1,746,138527,0,746,False,144333,144333,1,746,False,False,True,False,H0,H1,0.7929412911227535,0.8749864930279314,,False,False,False,False,False,False,
113,36603,1,267,36669,1,267,False,36143,36143,0,467,False,False,False,True,H1,H0,0.9550818818447184,0.622358650630079,,False,False,False,False,False,False,
114,17802,1,616,15361,0,616,False,119273,119273,0,127,False,False,False,True,H0,H0,0.5148834953763707,0.6375573236512939,,False,False,False,False,False,False,
115,134964,0,200,122518,1,200,True,122916,122916,0,200,False,True,True,False,H0,H0,0.7207399195542995,0.7286923994676072,,False,False,False,False,False,False,
116,34079,0,887,119358,0,887,False,166377,166377,1,112,False,False,False,True,H0,H0,0.6459383730339708,0.651168308384318,,False,False,False,False,False,False,
117,88614,0,513,88614,0,513,False,34079,34079,0,887,False,False,False,True,H0,H0,0.9999999999999998,0.5709512732617535,,False,False,False,False,False,False,
118,112609,0,497,191899,0,497,False,33154,33154,1,497,False,False,True,False,H0,H0,0.5807875846281305,0.5610453562791073,,False,False,False,False,False,False,
119,78713,0,295,78716,0,295,True,78716,78716,0,295,True,True,True,False,H0,H0,0.8570055180283677,0.8570055180283677,,False,False,False,False,False,False,
120,126109,0,112,166337,1,112,True,166377,166377,1,112,False,True,True,False,H0,H0,0.6848540107151134,0.7017139722552004,,False,False,False,False,False,False,
121,186615,0,121,167316,1,121,False,190971,190971,0,121,False,False,True,False,H0,H0,0.6456731350846027,0.6082524406309845,,False,False,False,False,False,False,
122,187619,0,750,89384,0,750,False,523,523,1,750,False,False,True,False,H0,H0,0.705869337934706,0.6939208775343585,,False,False,False,False,False,False,
123,22072,0,960,22060,1,960,False,4361,4361,1,960,False,False,True,False,H0,H0,0.7892826744732444,0.7176284111227463,,False,False,False,False,False,False,
124,137622,0,367,144869,0,367,False,163762,163762,0,367,False,False,True,False,H0,H0,0.6510639303306684,0.6304457196904978,,False,False,False,False,False,False,
125,31511,0,1096,3995,0,1096,False,94077,94077,1,1096,False,False,True,False,H0,H0,0.71404501466419,0.6252448903585844,,False,False,False,False,False,False,
126,120514,0,179,120514,0,179,False,166057,166057,1,112,False,False,False,True,H0,H0,1.0,0.5347620939583902,,False,False,False,False,False,False,
127,92537,0,593,76267,0,593,False,163762,163762,0,367,False,False,False,True,H0,H0,0.6271744333805389,0.621665665349638,,False,False,False,False,False,False,
128,166765,0,227,166765,0,227,False,106038,106038,1,4,False,False,False,True,H0,H0,1.0,0.626419549896999,,False,False,False,False,False,False,
129,21693,1,749,21693,1,749,False,523,523,1,750,False,False,False,True,H1,H0,1.0000000000000002,0.8278361465215416,,False,False,False,False,False,False,
130,9981,0,176,9981,0,176,False,144967,144967,0,374,False,False,False,True,H0,H0,1.0,0.6418386571305138,,False,False,False,False,False,False,
131,36381,0,725,47370,0,725,False,96652,96652,1,725,False,False,True,False,H0,H0,0.6765752705075851,0.6026481995680323,,False,False,False,False,False,False,
132,83637,0,746,138527,0,746,False,98067,98067,1,746,False,False,True,False,H0,H0,0.7731105752188755,0.7273265525518282,,False,False,False,False,False,False,
133,145308,0,497,191899,0,497,False,33154,33154,1,497,False,False,True,False,H0,H0,0.6099147320763413,0.6157403938259788,,False,False,False,False,False,False,
134,140022,0,897,35495,1,897,False,193952,193952,0,932,False,False,False,True,H0,H0,0.7280756705622426,0.5653866106888116,,False,False,False,False,False,False,
135,88583,0,200,122518,1,200,True,122583,122583,1,725,False,True,False,True,H0,H0,0.37576408579459847,0.3901906805569018,,False,False,False,False,False,False,
136,122641,0,1034,142425,0,1034,False,145096,145096,1,150,False,False,False,True,H0,H0,0.5548112477508166,0.5419353004094412,,False,False,False,False,False,False,
137,118612,0,127,117769,0,127,False,119273,119273,0,127,False,False,True,False,H0,H0,0.742448966459875,0.7378547462235642,,False,False,False,False,False,False,
138,51029,1,354,51029,1,354,False,92537,92537,0,593,False,False,False,True,H1,H0,1.0,0.5659483860736896,,False,False,False,False,False,False,
139,125211,0,726,15648,0,726,False,96652,96652,1,725,False,False,False,True,H0,H0,0.7201688145825702,0.7241027535545724,,False,False,False,False,False,False,
140,166050,1,112,166337,1,112,True,166057,166057,1,112,False,True,True,False,H1,H1,0.9881029604061293,0.9999999999999999,,False,False,False,False,False,False,
141,85712,0,199,64895,0,199,False,119273,119273,0,127,False,False,False,True,H0,H0,0.6408500840879503,0.4855045221318102,,False,False,False,False,False,False,
142,96692,0,750,89384,0,750,False,21693,21693,1,749,False,False,False,True,H0,H0,0.7476271080258309,0.7410250073774736,,False,False,False,False,False,False,
143,32166,0,960,22060,1,960,False,22072,22072,0,960,False,False,True,False,H0,H0,0.7848368265003116,0.7603782571780285,,False,False,False,False,False,False,
144,71223,1,114,135718,0,114,False,178075,178075,0,821,False,False,False,True,H0,H0,0.7183220915647192,0.5092906564731029,,False,False,False,False,False,False,
145,4021,0,1096,3995,0,1096,False,94077,94077,1,1096,False,False,True,False,H0,H0,0.7386509113162399,0.6609442232283788,,False,False,False,False,False,False,
146,94115,0,1041,94115,0,1041,False,124545,124545,0,746,False,False,False,True,H0,H0,0.9999999999999997,0.6000682905072569,,False,False,False,False,False,False,
147,178063,0,932,125453,0,932,False,26147,26147,0,932,False,False,True,False,H0,H0,0.7562856511947479,0.7178729245157444,,False,False,False,False,False,False,
148,22072,0,960,22060,1,960,False,22072,22072,0,960,False,False,True,False,H0,H0,0.7892826744732444,1.0,,False,False,False,False,False,False,
149,197652,0,571,37683,1,571,False,40595,40595,1,821,False,False,False,True,H0,H0,0.778186601890561,0.638312956829424,,False,False,False,False,False,False,
150,169863,0,404,74753,1,404,False,30090,30090,0,404,False,False,True,False,H0,H0,0.7050682945635162,0.6953427862309107,,False,False,False,False,False,False,
151,46704,0,244,18727,0,244,False,199906,199906,0,787,False,False,False,True,H0,H0,0.6632262008879224,0.5077146154588821,,False,False,False,False,False,False,
152,142669,0,325,142669,0,325,False,166765,166765,0,227,False,False,False,True,H0,H0,0.9999999999999999,0.5406717178169088,,False,False,False,False,False,False,
153,87050,0,497,191899,0,497,False,58337,58337,0,497,False,False,True,False,H0,H0,0.7036253988922261,0.7000812487325699,,False,False,False,False,False,False,
154,89668,0,897,35495,1,897,False,140022,140022,0,897,False,False,True,False,H0,H0,0.6375383243994444,0.5849455430560919,,False,False,False,False,False,False,
155,134387,0,200,122518,1,200,True,134964,134964,0,200,False,True,True,False,H0,H0,0.5451096465184744,0.6463283735592494,,False,False,False,False,False,False,
156,93925,0,718,133710,1,718,False,70669,70669,1,718,False,False,True,False,H0,H0,0.679365866439042,0.6148187813591349,,False,False,False,False,False,False,
157,60606,0,932,125453,0,932,False,26147,26147,0,932,False,False,True,False,H0,H0,0.6694852299458809,0.7157718642034814,,False,False,False,False,False,False,
158,109718,0,465,157455,0,465,False,49714,49714,0,1038,False,False,False,True,H0,H0,0.5968659739764901,0.5945840257794558,,False,False,False,False,False,False,
159,64919,0,295,78716,0,295,True,78716,78716,0,295,True,True,True,False,H0,H0,0.6925401524686176,0.6925401524686176,,False,False,False,False,False,False,
160,168076,0,463,59725,1,463,False,109718,109718,0,465,False,False,False,True,H0,H0,0.6803828199905353,0.5435384611662958,,False,False,False,False,False,False,
161,183835,0,776,154522,0,776,False,51029,51029,1,354,False,False,False,True,H0,H0,0.7508226155581427,0.6036089224560172,,False,False,False,False,False,False,
162,123534,0,750,89384,0,750,False,523,523,1,750,False,False,True,False,H0,H0,0.8026458381723494,0.791409464685315,,False,False,False,False,False,False,
163,43165,0,960,22060,1,960,False,22072,22072,0,960,False,False,True,False,H0,H0,0.7139328141868441,0.824557441804404,,False,False,False,False,False,False,
164,159162,0,367,144869,0,367,False,163762,163762,0,367,False,False,True,False,H0,H0,0.6920602957515241,0.6831304274358537,,False,False,False,False,False,False,
165,6631,0,1096,3995,0,1096,False,181656,181656,0,1096,False,False,True,False,H0,H0,0.6391550078322576,0.6427892609095956,,False,False,False,False,False,False,
166,29638,0,625,156105,0,625,False,106038,106038,1,4,False,False,False,True,H0,H0,0.7886711842488132,0.6546427850923571,,False,False,False,False,False,False,
167,195105,0,932,125453,0,932,False,193952,193952,0,932,False,False,True,False,H0,H0,0.7342936123786978,0.8289215502703361,,False,False,False,False,False,False,
168,155869,1,341,155869,1,341,False,197652,197652,0,571,False,False,False,True,H1,H0,1.0,0.6829875238346246,,False,False,False,False,False,False,
169,129175,0,697,101620,1,697,False,94077,94077,1,1096,False,False,False,True,H0,H0,0.6791864572201326,0.5853942554103472,,False,False,False,False,False,False,
170,188305,0,404,74753,1,404,False,30090,30090,0,404,False,False,True,False,H0,H0,0.6610491411243361,0.6040749908610659,,False,False,False,False,False,False,
171,69499,0,725,47370,0,725,False,125211,125211,0,726,False,False,False,True,H0,H0,0.7708189321808595,0.7059774065626395,,False,False,False,False,False,False,
172,132400,0,405,132400,0,405,False,22072,22072,0,960,False,False,False,True,H0,H0,0.9999999999999999,0.6368917235688328,,False,False,False,False,False,False,
173,71221,0,497,191899,0,497,False,145308,145308,0,497,False,False,True,False,H0,H0,0.6764841094572068,0.722123623653365,,False,False,False,False,False,False,
174,67507,0,701,99300,0,701,False,92479,92479,0,917,False,False,False,True,H0,H0,0.6850142703288908,0.6108557381627193,,False,False,False,False,False,False,
175,197192,0,1046,93579,0,1046,False,4021,4021,0,1096,False,False,False,True,H0,H0,0.6425456795021225,0.5802056074352259,,False,False,False,False,False,False,
176,115910,0,127,117769,0,127,False,119273,119273,0,127,False,False,True,False,H0,H0,0.7826365250238814,0.7829415660828563,,False,False,False,False,False,False,
177,197062,0,790,90358,0,790,False,90354,90354,1,790,False,False,True,False,H0,H0,0.6456322902840091,0.7172601439721269,,False,False,False,False,False,False,
178,189069,0,656,186838,1,656,False,8887,8887,0,1096,False,False,False,True,H0,H0,0.5602651455159292,0.5769217045502115,,False,False,False,False,False,False,
179,2391,0,113,108012,0,113,False,36143,36143,0,467,False,False,False,True,H0,H0,0.7540696738856002,0.6571335539198048,,False,False,False,False,False,False,
180,165929,1,112,166337,1,112,True,166050,166050,1,112,False,True,True,False,H1,H1,0.9843836937251932,0.9932932107060218,,False,False,False,False,False,False,
181,161429,0,121,167316,1,121,False,190971,190971,0,121,False,False,True,False,H0,H0,0.6691331810854626,0.7310168845515973,0.7603363990783691,False,False,False,False,False,False,
182,89706,0,750,89384,0,750,False,192706,192706,1,750,False,False,True,False,H0,H0,0.8028889544398358,0.8305352687915201,0.7603363990783691,True,True,True,False,True,False,
